
5170500	19416,17846,12512,22359,647,23628,25040,12758,1731,6951

3249250	20180,17846,16420,12512,155,647,1493,599,27791,16110

6515500	7473,12977,15423,5094,20015,8489,17455,4078,27791,3390

9982500	554,21485,451,24944,10726,21092,15315,15320,16420,27785

19500	5848,15584,28824,12512,26288,12285,647,23628,27458,17846

3952000	15962,7473,451,25079,20015,7762,8689,25040,4807,28653

5654000	7473,9111,19217,20207,22359,155,27487,26523,451,679

3188000	25249,4949,12512,15164,16077,18002,27458,12758,23342,18075

969750	8240,6255,18990,12165,11330,21565,599,22439,28603,28410

3977750	8943,11196,28824,19217,13888,21565,599,1257,9454,23623

2448250	15934,15915,12512,12680,8549,12285,26679,26288,23342,679

2616250	14226,18990,14318,9657,26763,25372,20608,29551,28410,530

9173750	26288,12512,28410,17846,26763,23628,25372,22547,29551,26618

8649250	17748,23284,28985,29225,5971,12271,679,20388,21840,23342

5279750	13645,12647,12251,19949,22359,8643,7561,27791,26618,9842

9720000	15344,22556,15320,2198,16460,11022,16918,4807,451,28653

11321750	13645,22547,57,12251,19949,7561,25372,27791,26618,12647

4770500	17846,19379,21887,27791,22439,21565,679,17327,27785,6951

1244250	7560,451,12512,8549,19021,21683,647,18024,26394,14989

6067750	20180,6299,11687,5799,16110,5848,23549,27487,25909,23025

8123500	15315,22319,26404,8549,7560,25372,11201,27458,27791,20388

7568250	7868,7473,28824,23628,8549,26288,7560,12512,20015,5848

10715500	7868,18024,13799,11330,25372,12977,16463,27791,18075,4728

4963500	29099,26288,10014,25079,18555,16460,5429,18001,23342,11022

3405000	29099,2099,13682,5799,14989,5094,21683,15423,28181,451

12015250	17641,5848,5043,28824,12512,4949,4571,15934,6193,679

12004000	10847,22751,4887,27955,21565,9111,29044,5074,17451,23025

7002750	29099,5848,23662,451,554,21565,8689,28824,6767,21840

573000	12512,164,155,21683,14318,5429,16918,4807,14989,18832

8280500	13799,18075,15019,25079,25883,4728,1918,23342,11330,27791

9123500	21758,14020,16463,647,12271,16420,4078,23342,18075,25960

10628500	26288,22556,11022,16460,26523,21565,25040,21887,15164,10702

9811750	6754,15915,18024,25883,155,26523,21565,282,18353,679

10927500	647,12828,5799,155,4949,587,21565,27135,19021,21887

2322750	10847,22751,4887,27955,17191,29044,5074,27791,18075,23025

364250	7473,15584,164,20015,26679,11201,12285,7208,15164,24196

3954500	7868,4949,13682,12512,6571,16460,647,9454,1257,679

11949750	25402,16836,6328,4571,2570,679,17531,17372,3438,9972

9671750	8240,11196,25079,22547,17748,12271,27458,23342,15164,27791

6301250	22547,9111,4571,16460,155,26288,22313,5429,26523,679

8701250	23798,22547,10584,18024,9620,22359,12285,934,1731,19416

1782250	22547,6918,11176,19126,21334,15934,5791,5099,21121,11022

6412750	12754,23628,4949,25079,8689,15858,19021,17968,16918,18832

8145500	20180,6299,5043,11687,18075,25079,9567,16110,25909,23284

7060500	5848,28824,12512,18075,26523,6904,5429,28653,6077,679

3511000	6918,21092,26270,12285,20388,25040,28603,23342,23284,27791

10492250	19416,7473,12512,19949,20015,17846,23628,1731,7561,27791

309750	2891,3228,18075,4163,26679,17531,13592,3438,14417,11547

8940500	15934,25260,28824,12512,10726,12285,647,15584,17846,26618

4256000	3151,7868,28824,15584,16463,155,26523,27487,4571,28653

5052000	29099,12394,19379,18075,19021,15315,17060,25040,164,679

10696000	4807,5848,9111,28824,24944,21092,26523,23342,14318,28653

2676250	18555,29203,18024,22034,11176,7868,15799,18001,20425,5099

8271000	4226,7868,5832,11029,25360,22313,6193,25770,14318,17657

3282250	27044,23628,11029,5094,21565,15423,25770,27791,21840,18024

6126750	8240,13682,22148,29290,15799,25372,4078,21334,4807,23342

3288750	13645,12251,16463,155,8446,7561,20388,26618,6147,19949

11601500	8278,12828,12512,25883,26523,21565,6951,28603,17327,21887

10054250	15962,4411,2099,420,25079,11330,7762,12173,28603,22029

4059500	15962,7473,155,12173,7762,26288,20015,23342,26618,25960

154500	7473,2099,12512,6328,22359,20015,17846,24277,25570,20300

5655250	19416,29551,22359,619,647,25372,1731,27791,21840,679

8102000	9549,21092,20721,19021,11330,8628,155,16110,27791,451

10619000	7473,6680,12512,4887,8549,20015,7560,22751,26394,27791

8111500	5848,28824,15584,22359,4949,4571,647,12512,27487,679

9055750	8240,25402,9111,13787,13087,21565,24886,21334,15138,23656

3895750	7868,451,25883,679,7762,15934,1918,21334,27791,27625

5959000	7473,11176,12512,22359,4949,4571,647,18024,25570,12758

10264750	23342,11196,18075,15164,11330,20388,1918,27791,23284,20228

1025250	8943,9549,25079,11196,8689,20388,679,9834,23342,25960

4967250	8240,20180,25909,4949,12394,9369,12758,27791,16110,23623

10112000	11176,18024,16463,155,13888,4281,22034,25079,5843,15138

2968250	12754,7473,12512,28410,155,20015,7868,21334,21887,21840

3849750	7868,17232,23628,4887,155,17191,9454,1257,10866,6741

6358500	18950,7868,1003,19217,21862,21865,27,9396,27791,8220

4025000	11687,7473,24277,27044,20015,8689,14048,17327,16110,679

854250	26288,28824,23628,5094,12285,12512,13592,27791,5848,15423

10401500	19416,26288,12512,934,22359,4571,5429,1731,23798,679

3335000	7560,12583,18024,16463,155,647,1731,26394,16110,8549

6400000	19416,5848,25040,26288,4571,26763,7868,25372,22547,29551

6247250	29099,26288,451,15584,14318,22359,7868,23628,28824,26618

3552000	23798,20180,8689,21092,164,6299,25909,11687,16110,23284

5226500	8943,21840,21092,4709,28985,18501,5971,24886,14318,23025

11397250	8278,23662,18075,647,7976,25372,4728,16110,13799,679

425500	22126,5848,6918,554,15164,155,28270,28824,27791,22889

4880250	11196,21092,6754,25040,25079,21565,12271,20388,23342,25960

4153000	23798,7411,15498,4960,15915,14048,282,155,8826,679

9076750	11196,21865,21092,22547,11330,26679,12977,23342,15164,27791

39750	11176,18024,22034,6904,19126,5843,5099,23364,20425,23861

3396250	29099,11225,22319,451,1788,1591,26404,27791,28410,18689

11874000	27334,13975,12512,15164,25079,6754,25040,28603,23342,23284

11032250	5848,28824,4709,28985,155,21092,5971,8689,18501,24886

5952250	7868,23662,22094,16463,4571,26679,4329,599,27791,16110

8172250	8240,25249,155,25079,26288,7560,16077,27458,27791,8549

11078500	8240,26288,12512,6328,155,17372,21565,8689,20228,25402

9394250	13645,22547,12251,19949,4571,26288,7561,23342,26618,679

11711250	21919,451,18697,23284,12165,6255,27135,26394,18075,29225

9463750	12754,22547,6680,5799,28410,8643,26618,19394,21840,9842

4259500	23798,5848,8943,28824,12512,155,26523,26288,18575,679

5037000	7473,9802,12512,5094,22359,20015,15423,1731,17846,23779

10257500	12754,7868,11159,18024,20721,11029,420,8628,4510,25770

6497000	1902,16519,14417,27334,11547,155,3228,28209,13592,679

7190750	11687,8278,554,24344,5185,8446,10627,23829,24541,16110

8100250	20180,14661,13682,16110,19021,500,1505,26563,4750,16463

1381000	11687,451,25099,3482,25079,16663,15315,8689,23829,12512

3644250	19416,23662,451,155,27487,647,26523,20015,26618,679

2132250	18555,25570,6918,20146,6754,20388,18001,26789,23342,23623

6334000	3590,15344,21485,15320,13773,2198,4411,13354,6767,10710

6766250	57,451,23628,530,19021,24944,26394,12512,26618,18024

3266750	12754,7868,2099,451,12512,27135,25040,23628,26618,10702

282500	24669,7105,18990,1591,647,26679,4078,12977,27791,18075

5226250	19416,7868,23662,15584,4750,22359,4571,647,27791,21840

8060000	4226,6104,11022,21840,25360,6193,22547,27791,5832,22280

9015000	26288,451,29203,16463,22547,27135,7473,7976,4329,20015

7513250	5848,21092,57,28824,21565,28181,9454,12977,28603,23342

8163500	19416,5848,451,12512,155,26523,647,28824,26394,17846

10185750	1131,4949,14020,19021,27653,21565,15934,4220,16110,20668

4118250	2655,25249,18024,22268,20484,7868,27458,27791,12512,11679

452750	2570,451,5799,15832,23549,20300,11150,25040,26618,637

5608250	17748,11196,25079,26288,21565,25040,9834,23342,164,25960

415500	8278,20846,27044,8533,20595,26679,12132,11790,4750,27791

12275500	2655,6918,12512,5791,22268,20484,20388,21121,26618,679

1911500	5848,7473,28824,12329,22359,7868,647,15934,20015,21334

5865750	22547,21758,14020,5429,29290,26679,22148,4078,25372,4807

3981750	12754,29099,451,8643,27135,26679,599,4078,23284,9842

5962750	12754,15315,17641,27044,26288,21565,28181,20388,27791,23798

1806750	12754,20996,12512,17647,12285,6754,8689,20388,7105,23025

9694750	7868,451,15584,9620,4949,22547,12512,27487,14318,28653

82250	22751,4887,155,4571,1493,29044,5074,14902,16396,23025

10229250	8943,12512,934,155,26523,647,2899,18353,21840,679

3892750	25099,6147,23829,14318,16663,8446,8689,20388,1918,6741

4256500	12754,17418,15645,22240,15799,26679,420,27791,23338,23861

8129250	29099,6158,6328,9620,17372,642,19015,11022,26618,27791

6852750	5848,12828,28824,23628,25079,26699,24944,18575,11022,28653

4421250	5848,15645,28824,12512,4949,19021,949,17418,15934,27785

4447000	29099,7473,28824,12329,9620,8643,20015,27791,5848,9842

2975500	7473,12512,28410,22359,20015,12329,23928,17846,21840,6951

10799000	23798,20180,23628,25909,6299,647,17958,27791,16110,679

10234000	7868,28824,24944,164,16460,22547,23628,25040,4807,23284

3799500	29099,17748,5330,554,7868,599,3228,27791,10710,20349

7003500	4226,6104,451,14989,25360,6193,21683,20661,5832,11679

1561250	7473,12329,4571,647,15934,20015,21334,12512,16110,27791

9035750	24277,21758,18712,20015,7473,15934,16420,8643,16396,9842

5440500	24669,25360,6193,451,6104,4571,15934,679,11022,6393

984500	12754,7473,12394,9802,12329,155,20015,647,15934,28752

981000	6299,5848,28824,23628,10710,20015,7473,12329,17846,25909

2870250	451,12512,15164,27785,12680,18990,25040,27791,28410,20701

4658500	26270,25883,25079,420,5799,25040,1918,28603,23342,15164

8216750	13645,12647,5330,12251,26618,7561,19949,679,21840,20349

5287000	18024,1195,21862,22439,21565,11776,25040,15138,15164,5833

1530250	11225,22319,26404,22607,1591,28184,2762,12453,18689,1788

8033500	8240,7473,2099,27791,20015,22148,29290,4807,164,23025

3573750	23798,7473,451,26618,20015,7561,1731,17846,18075,23928

6412250	8240,26270,13799,4019,11201,12977,4510,23342,18075,4728

4133750	8943,11196,12754,11330,25960,17748,1918,23342,15164,23025

8555500	9549,1731,25883,4220,420,21238,25040,11330,17327,25079

8017000	17641,7473,23798,451,17968,20015,26679,15858,28603,28410

11701500	22547,949,57,8643,21565,26763,25040,29551,15164,9842

9163000	12754,26288,10584,5799,155,17846,647,12512,17641,16110

1855750	5848,22319,28824,15075,1591,1788,26404,27791,16110,18689

1365000	7473,20146,19021,4949,20015,11080,24277,16420,8689,10710

6634500	20359,7868,14073,26,8313,1694,8689,20300,5661,21840

7892000	22313,23662,24944,8643,647,26763,9842,4807,26618,29551

1622500	29099,26288,23662,12754,14318,8278,647,16918,26618,18832

1953250	5848,11176,12329,19021,20015,7473,24277,28824,18805,14318

1909250	22547,15784,21092,12512,155,25079,14318,27791,23342,4807

5110750	8943,5848,26523,28824,23628,155,8278,12512,4571,679

3344750	24669,23798,28824,12512,5848,8689,25040,28653,26394,679

4956000	4226,6104,28824,20207,5848,7473,6193,25360,20015,679

7016500	12754,451,25079,21092,21565,26679,25040,27791,23284,29225

5987000	21684,7868,22126,155,20015,7473,8943,15138,22889,29099

5320000	8943,15498,18353,16463,15915,20207,14048,155,9620,679

12331000	15962,11196,25883,25079,12173,7762,9834,12271,4220,23342

861250	12754,26288,21092,12512,25079,11330,21565,12285,23342,15164

3846250	11687,12754,19379,18024,28410,19021,29099,647,16110,21975

4895250	8943,12977,20207,155,26523,23549,12512,27487,24886,679

203750	8240,12285,19015,25883,11330,12271,16463,4078,27791,642

371250	8943,11196,27458,12512,16077,20996,17748,12271,2762,25249

10224750	23798,17641,451,18832,155,7868,15315,26679,16918,679

1904750	7868,2099,13765,18024,20228,8689,28181,22094,19431,742

11552750	4226,6104,15934,25360,7473,6193,16463,20015,5832,679

4378500	17748,22547,6767,21092,18024,26288,26763,25372,23342,29551

4782250	8943,5848,28824,23628,19021,26288,7473,8689,18575,20015

3312500	28410,25883,27334,14318,21565,679,13592,27791,14417,11679

9946250	17748,11196,8943,12512,949,15315,20388,9834,23342,28410

9972250	26288,17133,6548,25079,6754,12512,12271,15828,23342,18075

5238000	17846,28824,15423,5094,12285,647,18805,27791,5848,9802

2797750	23798,6680,20846,5799,19394,23549,9912,12132,14048,27791

6250250	12754,19974,17641,6592,11330,4411,20388,1131,27791,18075

6272000	25402,6299,4578,11687,8533,20595,155,6680,16110,25909

10322250	7473,2099,29203,4949,20015,12394,25570,12758,10710,6393

10933250	23798,17636,5330,4709,28985,599,28669,6680,27785,20349

847750	4226,6104,451,57,26618,25360,7868,8689,5832,25402

393250	7473,23662,23628,22359,4571,8446,18024,26394,26699,20015

8745250	17846,1902,16519,8643,22313,26679,25040,11790,28209,6393

12215000	19416,5848,6918,28824,12512,20015,15799,4571,5791,451

236000	22547,451,8643,20300,26763,25372,21796,29551,15164,29225

8508750	8240,25402,11687,16663,25079,155,11330,25099,2762,3482

3625250	420,9549,5995,6592,25883,25079,11330,1918,4220,679

1838750	9290,20668,6571,5803,5151,7105,28603,21887,28410,29225

6258500	19416,17846,451,22359,4571,8689,2899,18353,21840,679

1758250	5848,28824,23628,22359,4571,15934,18575,6393,10584,679

9069000	13645,17846,451,12512,19949,7561,20661,24886,12758,26618

266500	7868,6680,8533,11029,8643,20595,25770,11790,14318,9842

4501000	8943,26288,16887,9881,15832,23549,3476,1630,8842,20701

8149250	12512,155,12285,21565,1493,25040,27487,1731,20300,26618

10212500	647,23662,28824,8278,11431,8549,5848,7560,16110,16463

10976250	26288,23774,451,26618,27334,17846,7561,23342,15164,6951

599750	26288,451,20015,7473,19217,23779,20661,21887,10710,10702

5522250	26288,451,23628,155,12285,647,12512,26699,12758,17846

11121500	25402,23549,23662,16110,19021,22989,647,26665,15164,11431

1620500	12754,18555,19379,18180,17024,1831,1493,18001,27791,451

1661750	23798,13645,12512,19949,155,7473,7561,12251,26618,12647

47000	4059,15019,10710,8549,420,7560,28181,21683,14989,5833

7320250	19416,7473,451,57,22359,4571,647,8689,2899,20015

12028500	22547,21092,57,21840,500,20300,25040,4807,164,28653

9802000	7473,23662,21092,23628,18501,4709,20015,5971,8689,24277

10185000	6918,11431,1591,19015,11679,642,23623,21121,27791,16463

4886500	23798,7868,451,57,21565,16420,17327,25040,15164,6393

11022500	26,7868,16110,15069,8313,1694,20359,20300,5661,21840

1459000	17748,17846,12512,18075,25079,11330,26679,4728,13799,25883

11129250	19416,7560,23628,22359,8549,7473,647,20015,17846,679

6354500	12754,26,14073,10726,15069,1694,20359,20300,5661,21840

239250	23798,5848,12512,21840,13645,7561,26618,27791,6741,19949

11939000	19416,5094,14661,12512,934,22359,4571,28181,12285,6951

5769750	13645,12647,12512,25883,19021,7561,23628,25040,26618,19949

9039750	29099,26288,554,6754,4949,19021,17846,21565,10584,28410

9794000	451,10710,8549,19015,7560,7975,11201,26394,20388,14318

5948500	155,25883,25079,11330,8628,12271,3032,23342,23284,27791

4902250	1131,26288,17968,6328,17372,18024,15858,26394,14318,679

5061750	8693,13494,23774,451,26270,15315,4939,5330,26394,20349

10064500	17748,7868,21758,20228,21887,23549,25040,28641,164,27791

10972250	22126,451,18024,10480,155,22889,17060,26523,6918,476

8243500	5848,28824,12329,16110,20015,7473,24277,25883,164,679

6061250	23662,12512,14318,4571,647,26699,19015,642,16110,11431

5220750	13087,9111,25079,155,4571,5429,26523,27543,18075,679

9199500	22547,23662,21862,11196,21565,7976,20388,8643,25372,26618

8949750	12754,25402,22751,12512,4887,12165,6255,27135,29044,28603

1969000	17846,4949,12512,19394,155,12285,647,6680,18075,679

1934750	23798,17846,12512,9842,22359,19015,8643,27791,18075,642

11137750	15584,23628,10726,22359,11000,647,15934,7560,26618,8549

5027500	22547,23628,4949,11330,16420,20388,12977,23342,164,27791

10302500	13494,21887,18024,25883,155,11330,1918,23342,25079,25960

42000	17641,22547,15645,57,13888,17418,26679,25372,5429,4807

11737250	8693,12394,5330,476,22439,21565,11776,14165,16396,20349

5910250	8446,3082,27044,17657,4338,15510,22313,13784,27791,11679

5336750	19416,8943,23628,16110,22359,20207,5799,11022,23284,934

8170750	25249,21565,26270,16463,16077,6754,12271,25040,4078,27791

3410000	7473,6767,20037,28181,26288,11196,24277,3228,5848,20015

7494250	4281,18024,10014,25079,11330,6904,1918,6828,6077,1010

5143250	22547,21092,12512,25079,155,26288,25040,18575,27791,8643

6780500	24669,5799,12680,155,17060,20207,25372,4078,23628,10710

2807500	15075,451,23628,164,25079,26679,25040,27791,14318,679

145750	4807,20996,15645,554,13888,20388,29290,17641,22148,11679

140500	17506,13450,21092,22094,15164,155,22439,21565,16331,16396

1114000	8943,11196,12512,155,7868,26679,20388,9834,23342,29225

9716500	12754,451,12512,22034,4571,15934,5843,18024,5099,19126

11616250	20180,6299,1902,11687,16110,155,25909,28209,21840,28985

7657250	4226,6104,21758,57,25360,6193,25372,27791,5832,15645

11631250	17133,6057,6548,4220,4411,16085,15828,28603,164,679

2557000	11687,7473,11176,18024,155,4949,20015,24277,19021,16110

10119250	23798,5848,21565,28824,12512,11176,20015,7473,15934,647

1459750	7868,12512,16463,11330,15315,27135,25040,16420,14318,679

5059000	23342,21092,18024,15784,11330,24944,26394,4807,27791,23861

10845500	7868,19379,451,14318,6904,5429,6077,4807,164,28653

1531250	29099,26288,5330,12512,15832,17846,23549,27135,28603,20349

8040000	13645,12647,12251,19949,8643,27487,7561,9842,26618,679

11493000	11687,57,2762,25099,3482,16663,15934,25040,23829,10726

9651250	17846,2099,12512,4949,19021,19015,28603,21995,12758,642

9351750	19416,7473,22359,4949,4571,2899,20015,155,21840,934

4047000	29099,5848,23549,28824,15832,12285,9988,26699,17846,679

10653250	22547,57,21840,27487,8689,7561,21334,27791,26618,19949

3168000	7473,29334,11176,28481,16939,24277,4300,528,20015,18990

7103000	12512,4949,155,647,15584,25040,14261,23013,16110,11431

3216500	19416,26288,451,5799,12165,22359,6255,27135,26394,20349

7568750	26288,451,6255,17846,21565,6438,6467,29225,9563,23342

9344000	7868,21092,12285,18180,1493,12132,28603,10584,4807,28653

11535250	12329,28985,4949,647,8689,25040,18501,27791,164,28653

7450000	5848,28824,12512,22359,26288,7473,15934,4571,26699,20015

10592750	29099,451,12512,15915,22359,4571,155,27791,28410,679

9288000	20180,6299,23475,10726,19021,4571,647,25909,11022,16110

83250	420,4411,10014,25079,11330,7762,26288,25040,12173,155

5199750	17641,5995,10584,6592,16463,27334,7927,18024,57,19379

2033500	19416,8278,3390,12512,22359,17455,17060,8489,27791,28410

5467250	1918,17133,6548,27135,4411,18024,16420,15828,18075,20228

11957000	19416,22547,12754,19949,155,4571,7561,25040,20300,26618

11613500	7560,7473,23662,451,12754,8549,20015,15799,12512,27791

2733500	17748,26394,12512,22439,21565,11857,20388,3228,23342,15164

71250	29099,22583,9193,23628,28270,15681,23549,57,25040,17327

620500	23798,26288,8943,28824,20207,22359,22547,22313,5848,679

4850000	12754,7868,11176,19126,22034,18024,5843,5099,23364,23861

7854500	19416,26288,23662,451,23628,22359,19021,647,15584,28824

1966250	7473,9620,19021,20015,647,15934,25570,18805,12758,27791

299750	23798,7473,4571,12512,5848,26288,28824,20015,451,679

567250	11225,22319,26404,8533,1591,11330,20595,11790,1788,18689

711500	6918,57,29224,19021,21683,647,15584,27458,20456,14989

764000	13087,8693,4808,5330,12165,9031,6255,27135,21840,20349

5642000	8943,5848,28824,15584,12285,6951,27487,17846,26618,28653

7116750	22547,12512,21334,27625,17846,26763,26546,29551,26618,11679

1517000	19416,17636,10584,23628,934,22359,4571,2899,599,20349

10393750	7473,1902,16519,22359,20015,1493,25040,599,28209,27791

3096750	12754,27019,1918,25079,12271,25372,11679,23342,15164,27791

6998500	7473,6680,23628,8533,20015,5799,16918,17846,16110,9620

10261750	22547,6918,20207,21840,155,26523,25040,18353,14318,22359

6099250	15962,7762,6680,15125,12512,12173,4411,26270,420,23342

731750	18950,26288,9396,23628,15075,9549,27,20388,26394,11679

10588000	26618,451,27785,27135,25372,4078,17327,23342,15164,11679

8435250	13645,7473,23662,15584,19949,4571,647,7561,27487,20015

11527500	23798,5848,28824,25079,155,26523,15915,4571,8826,679

9121750	23798,26288,451,8549,4949,7473,7560,20015,12758,27791

6458500	19416,15672,5043,934,22359,4571,21565,2899,22439,16463

791500	29099,15935,5995,22556,18024,8446,6592,679,21887,23928

11362000	21338,9031,4808,26394,12165,6255,27135,20349,18075,23861

5745000	10570,9549,21995,13682,10726,19021,17846,11578,26394,9620

8346250	17748,17846,25079,4220,26523,18741,25040,23342,21840,679

6433000	12754,21865,4808,13672,8628,11196,9369,20388,23342,476

8909750	13645,12647,12512,19949,7561,8689,12251,23342,26618,6724

2316250	19416,5848,8943,23628,5094,20207,22313,15423,26699,23798

341000	5848,26523,28824,20207,155,22359,27487,15915,12512,4571

892500	13645,22547,23628,19949,22359,7561,12512,25040,12251,28653

5906250	10702,22547,14661,9842,155,12285,21565,8643,26523,679

5121750	8826,26288,15498,4960,15915,4571,14048,155,14318,9620

7918750	13645,12647,12251,19949,7561,26618,26394,27791,10710,9620

5407750	13645,28824,12512,19949,22359,7561,20388,12251,26618,679

6150750	17636,1918,6328,25079,17372,6904,27458,23342,6077,679

6603750	1902,16519,25040,155,29290,25570,22148,20661,4807,28209

563500	19416,7473,23628,22359,20015,647,12512,9454,1257,17846

12173500	11687,7868,451,25079,201,6438,16463,155,16110,9620

12061000	23342,23284,27791,11330,12394,20388,25372,17327,13799,4728

